year,era,wealth,happiness
1984,1980s,84.0,5.45
1984,1980s,143.8,7.47
1984,1980s,206.4,7.63
1984,1980s,75.7,5.41
1984,1980s,93.4,5.76
1984,1980s,25.3,3.66
1984,1980s,56.2,4.34
1984,1980s,121.5,6.78
1984,1980s,114.9,6.09
1984,1980s,70.3,5.52
1984,1980s,116.6,6.27
1984,1980s,86.7,5.75
1984,1980s,147.6,6.64
1984,1980s,74.5,5.46
1984,1980s,46.0,5.2
1984,1980s,77.2,6.07
1984,1980s,6.7,2.59
1984,1980s,80.0,5.66
1984,1980s,3.9,2.57
1984,1980s,16.5,3.47
1984,1980s,84.2,5.48
1984,1980s,85.8,5.79
1984,1980s,25.1,2.92
1984,1980s,35.2,4.46
1984,1980s,167.7,7.85
1984,1980s,41.7,4.39
1984,1980s,322.6,7.12
1984,1980s,59.9,5.27
1984,1980s,81.5,5.39
1984,1980s,201.7,7.18
1984,1980s,66.2,5.48
1984,1980s,28.3,3.82
1984,1980s,55.3,4.72
1984,1980s,58.4,4.78
1984,1980s,21.6,3.41
1984,1980s,49.5,4.53
1984,1980s,34.4,3.64
1984,1980s,120.0,6.39
1984,1980s,61.6,5.23
1984,1980s,48.5,4.58
1984,1980s,55.4,4.4
1984,1980s,70.9,5.76
1984,1980s,95.3,5.08
1984,1980s,28.3,3.57
1984,1980s,27.5,3.47
1984,1980s,137.4,6.83
1984,1980s,44.0,4.65
1984,1980s,20.7,3.72
1984,1980s,83.7,5.51
1984,1980s,84.9,6.0
1984,1980s,19.0,3.3
1984,1980s,71.3,4.82
1984,1980s,104.2,6.89
1984,1980s,79.5,5.15
1984,1980s,96.4,6.21
1984,1980s,20.9,3.47
1984,1980s,76.9,5.68
1984,1980s,47.8,4.44
1984,1980s,41.8,4.65
1984,1980s,115.3,5.88
1984,1980s,182.0,7.24
1984,1980s,230.5,7.38
1984,1980s,160.8,6.82
1984,1980s,55.3,5.04
1984,1980s,78.2,5.99
1984,1980s,106.6,6.15
1984,1980s,65.7,5.52
1984,1980s,66.2,5.28
1984,1980s,111.3,6.04
1985,1980s,57.4,4.88
1985,1980s,34.7,3.94
1985,1980s,44.0,4.21
1985,1980s,96.5,6.21
1985,1980s,60.1,5.15
1985,1980s,77.4,5.04
1985,1980s,99.2,5.54
1985,1980s,45.3,4.66
1985,1980s,105.8,5.97
1985,1980s,79.7,5.76
1985,1980s,23.8,3.76
1985,1980s,177.0,6.77
1985,1980s,41.2,3.84
1985,1980s,17.3,3.72
1985,1980s,27.4,3.81
1985,1980s,27.9,3.56
1985,1980s,62.4,4.81
1985,1980s,48.9,4.47
1985,1980s,46.6,4.14
1985,1980s,95.5,6.35
1985,1980s,77.4,5.32
1985,1980s,76.0,5.94
1985,1980s,81.6,5.57
1985,1980s,95.2,5.67
1985,1980s,12.3,2.68
1985,1980s,45.7,3.6
1985,1980s,11.7,2.75
1985,1980s,61.6,5.06
1985,1980s,59.8,5.34
1985,1980s,131.4,6.03
1985,1980s,146.2,7.3
1985,1980s,69.9,5.67
1985,1980s,41.2,4.77
1985,1980s,86.3,5.81
1985,1980s,40.4,4.65
1985,1980s,59.9,4.54
1985,1980s,125.7,6.85
1985,1980s,39.5,3.99
1985,1980s,109.8,5.75
1985,1980s,99.7,5.74
1985,1980s,29.3,3.78
1985,1980s,124.6,6.3
1985,1980s,101.3,6.3
1985,1980s,64.8,4.59
1985,1980s,33.9,3.26
1985,1980s,31.5,4.37
1985,1980s,40.1,4.6
1985,1980s,90.1,5.55
1985,1980s,29.3,3.78
1985,1980s,83.3,6.11
1985,1980s,23.6,3.63
1985,1980s,51.5,4.8
1985,1980s,65.1,5.61
1985,1980s,375.5,7.68
1985,1980s,21.4,3.37
1985,1980s,181.0,7.25
1985,1980s,67.1,5.2
1985,1980s,81.7,5.57
1985,1980s,65.6,5.27
1985,1980s,83.8,5.78
1985,1980s,53.5,4.46
1985,1980s,178.6,7.51
1985,1980s,42.6,4.05
1985,1980s,140.3,6.74
1985,1980s,37.0,4.04
1985,1980s,57.3,5.09
1985,1980s,26.9,2.91
1985,1980s,84.4,6.09
1985,1980s,177.4,6.99
1985,1980s,56.6,5.37
1985,1980s,51.8,4.6
1985,1980s,26.0,3.59
1985,1980s,50.5,5.39
1985,1980s,18.2,3.08
1985,1980s,30.3,4.26
1985,1980s,71.1,5.43
1985,1980s,161.4,7.21
1985,1980s,493.4,8.02
1985,1980s,38.6,4.52
1985,1980s,176.1,6.97
1985,1980s,72.0,5.1
1985,1980s,53.6,4.61
1985,1980s,83.0,5.78
1985,1980s,62.9,5.08
1985,1980s,65.2,5.48
1985,1980s,44.2,4.92
1985,1980s,21.0,3.0
1985,1980s,18.9,2.96
1985,1980s,97.9,5.59
1985,1980s,48.8,5.36
1985,1980s,38.4,4.32
1985,1980s,60.4,5.24
1985,1980s,108.9,5.84
1985,1980s,68.7,5.34
1985,1980s,36.7,4.31
1985,1980s,150.5,6.86
1985,1980s,196.1,7.75
1985,1980s,86.9,6.65
1985,1980s,124.5,6.25
1985,1980s,152.3,6.61
1985,1980s,140.0,6.5
1985,1980s,95.1,6.6
1985,1980s,94.0,6.37
1985,1980s,88.6,5.84
1985,1980s,26.3,3.64
1985,1980s,101.5,5.88
1985,1980s,21.7,3.69
1985,1980s,33.1,3.83
1985,1980s,159.5,6.96
1985,1980s,112.7,6.59
1985,1980s,183.1,7.21
1985,1980s,48.9,4.57
1985,1980s,25.3,3.58
1985,1980s,50.1,4.98
1985,1980s,64.8,5.8
1985,1980s,63.7,5.39
1985,1980s,140.4,7.1
1985,1980s,45.8,4.46
1985,1980s,78.1,5.37
1985,1980s,28.6,3.97
1985,1980s,84.1,5.83
1985,1980s,60.1,4.57
1985,1980s,34.2,3.9
1985,1980s,50.3,4.68
1985,1980s,52.3,4.6
1985,1980s,49.0,5.17
1985,1980s,226.5,7.73
1985,1980s,55.7,5.39
1985,1980s,50.0,4.79
1985,1980s,12.4,2.86
1985,1980s,30.7,3.52
1985,1980s,49.3,4.67
1985,1980s,35.9,4.1
1985,1980s,169.1,6.67
1985,1980s,53.0,4.62
1985,1980s,157.7,6.91
1985,1980s,62.8,5.3
1985,1980s,61.7,5.28
1985,1980s,56.1,4.72
1985,1980s,60.2,5.23
1985,1980s,217.8,7.45
1985,1980s,10.5,1.71
1985,1980s,13.4,2.72
1985,1980s,39.9,4.66
1985,1980s,60.7,4.49
1985,1980s,100.7,6.19
1985,1980s,85.6,6.36
1985,1980s,45.0,4.23
1985,1980s,128.8,6.65
1985,1980s,129.9,6.21
1985,1980s,68.9,5.92
1985,1980s,123.5,6.54
1985,1980s,73.6,5.51
1985,1980s,39.4,4.73
1985,1980s,101.3,6.4
1985,1980s,65.2,4.93
1985,1980s,60.1,4.84
1985,1980s,181.1,7.43
1985,1980s,9.5,2.43
1985,1980s,20.7,2.58
1985,1980s,24.6,3.52
1985,1980s,45.7,4.01
1985,1980s,49.6,5.24
1985,1980s,19.4,3.31
1985,1980s,28.7,3.43
1985,1980s,31.5,3.64
1985,1980s,379.0,7.28
1985,1980s,231.7,7.2
1985,1980s,44.1,4.81
1985,1980s,45.7,5.3
1985,1980s,25.3,3.83
1985,1980s,14.3,2.92
1985,1980s,55.0,4.73
1985,1980s,28.4,3.4
1985,1980s,56.3,5.65
1985,1980s,18.1,3.11
1985,1980s,33.9,4.74
1985,1980s,67.1,5.78
1985,1980s,79.0,5.03
1985,1980s,82.1,5.49
1985,1980s,22.3,3.18
1985,1980s,113.9,6.38
1985,1980s,32.9,3.94
1985,1980s,96.4,7.11
1985,1980s,59.5,4.67
1985,1980s,21.4,3.44
1985,1980s,47.3,4.81
1985,1980s,78.9,5.64
1985,1980s,95.0,6.07
1985,1980s,54.0,4.48
1985,1980s,189.3,7.36
1985,1980s,127.7,6.81
1985,1980s,49.5,4.79
1985,1980s,105.3,6.44
1985,1980s,255.9,8.18
1985,1980s,261.0,8.03
1985,1980s,23.9,3.52
1985,1980s,29.9,3.4
1985,1980s,182.7,7.06
1985,1980s,27.1,3.59
1986,1980s,22.3,3.5
1986,1980s,41.7,4.19
1986,1980s,82.2,5.4
1986,1980s,55.6,4.49
1986,1980s,36.8,3.56
1986,1980s,36.2,4.03
1986,1980s,35.2,3.55
1986,1980s,31.0,3.51
1986,1980s,332.1,7.74
1986,1980s,75.0,5.06
1986,1980s,116.7,6.58
1986,1980s,41.6,4.61
1986,1980s,52.2,4.59
1986,1980s,35.1,3.91
1986,1980s,8.2,2.75
1986,1980s,21.3,3.11
1986,1980s,15.4,2.74
1986,1980s,11.1,3.17
1986,1980s,24.5,3.84
1986,1980s,162.1,7.28
1986,1980s,58.0,5.32
1986,1980s,157.9,6.34
1986,1980s,81.7,6.18
1986,1980s,107.9,6.43
1986,1980s,30.5,4.19
1986,1980s,88.9,6.03
1986,1980s,103.6,6.23
1986,1980s,38.9,4.14
1986,1980s,91.3,6.08
1986,1980s,91.7,5.85
1986,1980s,39.7,4.57
1986,1980s,25.8,3.05
1986,1980s,24.7,3.35
1986,1980s,64.0,5.91
1986,1980s,76.7,5.36
1986,1980s,33.1,3.88
1986,1980s,61.2,4.79
1986,1980s,92.0,6.08
1986,1980s,95.4,5.78
1986,1980s,192.1,7.28
1986,1980s,156.3,7.31
1986,1980s,28.3,3.48
1986,1980s,212.1,7.75
1986,1980s,40.3,4.58
1986,1980s,131.4,7.06
1986,1980s,63.1,5.21
1986,1980s,44.0,5.59
1986,1980s,15.5,3.39
1986,1980s,52.8,4.91
1986,1980s,18.6,2.9
1986,1980s,123.9,6.54
1986,1980s,187.2,7.8
1986,1980s,33.0,4.56
1986,1980s,75.3,6.05
1986,1980s,34.8,4.32
1986,1980s,37.4,3.73
1986,1980s,107.3,6.45
1986,1980s,58.3,4.57
1986,1980s,221.2,7.01
1986,1980s,41.8,4.44
1986,1980s,127.0,6.8
1986,1980s,64.5,5.53
1986,1980s,109.0,6.49
1986,1980s,42.9,4.59
1986,1980s,57.8,4.64
1986,1980s,55.0,4.85
1986,1980s,32.1,3.39
1986,1980s,98.6,5.41
1986,1980s,97.7,6.35
1986,1980s,93.6,5.74
1986,1980s,190.0,7.63
1986,1980s,177.9,7.62
1986,1980s,45.3,4.29
1986,1980s,79.4,5.86
1986,1980s,37.6,3.94
1986,1980s,61.1,4.45
1986,1980s,38.3,4.25
1986,1980s,202.2,7.25
1986,1980s,78.8,5.48
1986,1980s,50.9,5.42
1986,1980s,146.9,6.37
1986,1980s,11.8,2.93
1986,1980s,13.2,2.54
1986,1980s,109.0,6.63
1986,1980s,62.8,5.26
1986,1980s,72.4,5.59
1986,1980s,22.2,3.07
1986,1980s,59.0,4.76
1986,1980s,269.6,8.06
1986,1980s,111.3,6.98
1986,1980s,68.1,5.49
1986,1980s,43.2,4.1
1986,1980s,44.6,4.6
1986,1980s,12.2,3.67
1986,1980s,72.8,5.5
1986,1980s,113.1,6.9
1986,1980s,18.4,2.93
1986,1980s,36.5,4.11
1986,1980s,25.2,3.78
1986,1980s,29.1,3.91
1986,1980s,62.5,4.87
1986,1980s,12.6,2.56
1986,1980s,95.1,6.38
1986,1980s,105.6,6.67
1986,1980s,49.7,5.21
1986,1980s,9.3,3.27
1986,1980s,28.4,3.78
1986,1980s,151.3,6.84
1986,1980s,7.5,2.99
1986,1980s,46.2,4.8
1986,1980s,24.8,3.2
1986,1980s,109.7,5.97
1986,1980s,36.2,4.28
1986,1980s,81.2,5.64
1986,1980s,91.7,5.95
1986,1980s,237.8,7.99
1986,1980s,51.5,5.02
1986,1980s,79.5,6.12
1986,1980s,19.7,2.59
1986,1980s,146.5,6.98
1986,1980s,33.9,4.25
1986,1980s,39.4,3.72
1986,1980s,59.0,4.8
1986,1980s,18.6,2.91
1986,1980s,71.2,5.43
1986,1980s,124.0,7.14
1986,1980s,74.7,6.23
1986,1980s,18.2,2.9
1986,1980s,54.7,5.06
1986,1980s,104.7,6.43
1986,1980s,14.7,3.11
1986,1980s,26.8,3.79
1986,1980s,115.8,6.54
1986,1980s,73.5,6.08
1986,1980s,81.7,6.1
1986,1980s,242.0,7.26
1986,1980s,85.3,6.08
1986,1980s,98.3,6.41
1986,1980s,458.2,8.1
1986,1980s,51.1,5.13
1986,1980s,33.0,4.03
1986,1980s,82.7,5.81
1986,1980s,83.4,5.8
1986,1980s,40.4,3.59
1986,1980s,27.7,3.67
1986,1980s,339.2,7.66
1986,1980s,76.7,5.16
1986,1980s,34.6,4.54
1986,1980s,119.3,6.67
1986,1980s,55.3,4.88
1986,1980s,49.6,4.48
1986,1980s,91.5,6.06
1986,1980s,22.8,3.78
1986,1980s,78.2,5.33
1986,1980s,251.9,7.67
1986,1980s,85.1,6.1
1986,1980s,45.2,3.83
1986,1980s,41.0,4.31
1986,1980s,44.1,4.31
1986,1980s,49.6,4.63
1986,1980s,45.2,4.33
1986,1980s,119.3,6.55
1986,1980s,16.4,3.75
1986,1980s,114.5,6.3
1986,1980s,45.1,4.6
1986,1980s,79.6,6.35
1986,1980s,25.8,3.4
1986,1980s,162.5,7.71
1986,1980s,152.7,6.97
1986,1980s,123.2,7.19
1986,1980s,19.3,3.5
1986,1980s,111.7,6.47
1986,1980s,81.3,5.68
1986,1980s,18.0,2.95
1986,1980s,58.9,5.05
1986,1980s,78.9,5.95
1986,1980s,91.0,5.94
1986,1980s,68.5,5.23
1986,1980s,74.6,5.43
1986,1980s,181.2,7.6
1986,1980s,150.5,7.37
1986,1980s,7.0,2.25
1986,1980s,47.3,4.35
1986,1980s,53.0,4.94
1986,1980s,16.1,3.59
1986,1980s,64.4,5.61
1986,1980s,153.1,6.54
1986,1980s,26.6,3.55
1986,1980s,77.2,5.27
1986,1980s,30.2,3.73
1986,1980s,36.2,4.67
1986,1980s,181.7,6.76
1986,1980s,39.9,3.71
1986,1980s,84.9,5.5
1986,1980s,14.7,3.08
1986,1980s,242.5,7.85
1986,1980s,94.3,6.17
1986,1980s,52.3,5.2
1986,1980s,92.4,5.36
1986,1980s,20.8,3.75
1987,1980s,145.7,6.78
1987,1980s,47.1,4.84
1987,1980s,51.5,4.29
1987,1980s,41.5,4.35
1987,1980s,38.8,4.31
1987,1980s,101.0,6.56
1987,1980s,72.7,4.91
1987,1980s,97.8,6.1
1987,1980s,59.6,4.67
1987,1980s,88.2,6.05
1987,1980s,43.8,4.72
1987,1980s,319.5,8.31
1987,1980s,18.5,3.01
1987,1980s,154.5,7.32
1987,1980s,167.4,7.6
1987,1980s,31.7,3.32
1987,1980s,319.4,8.07
1987,1980s,126.6,6.95
1987,1980s,124.3,6.49
1987,1980s,61.3,4.68
1987,1980s,51.0,5.06
1987,1980s,51.3,4.32
1987,1980s,80.4,5.62
1987,1980s,171.6,7.16
1987,1980s,68.7,5.59
1987,1980s,30.3,3.61
1987,1980s,111.3,6.12
1987,1980s,119.7,6.54
1987,1980s,98.0,6.45
1987,1980s,104.9,7.04
1987,1980s,49.0,4.13
1987,1980s,29.9,3.92
1987,1980s,31.3,3.5
1987,1980s,17.6,3.5
1987,1980s,71.7,5.1
1987,1980s,56.4,4.7
1987,1980s,43.1,4.21
1987,1980s,6.5,2.43
1987,1980s,23.5,3.59
1987,1980s,139.1,6.97
1987,1980s,36.4,4.12
1987,1980s,78.6,5.16
1987,1980s,21.1,3.6
1987,1980s,176.5,7.2
1987,1980s,53.9,5.25
1987,1980s,74.6,5.27
1987,1980s,343.3,7.34
1987,1980s,187.1,7.29
1987,1980s,47.7,5.06
1987,1980s,38.5,4.27
1987,1980s,47.0,4.51
1987,1980s,87.9,5.56
1987,1980s,55.4,5.52
1987,1980s,44.6,4.12
1987,1980s,180.3,6.99
1987,1980s,55.1,5.09
1987,1980s,336.6,7.24
1987,1980s,64.2,5.65
1987,1980s,228.9,7.79
1987,1980s,78.4,5.94
1987,1980s,123.5,6.76
1987,1980s,34.8,3.99
1987,1980s,31.6,3.52
1987,1980s,84.7,5.74
1987,1980s,125.9,6.26
1987,1980s,61.8,5.29
1987,1980s,22.9,3.72
1987,1980s,21.6,3.89
1987,1980s,20.6,3.45
1987,1980s,15.9,3.37
1987,1980s,65.1,5.13
1987,1980s,139.5,6.64
1987,1980s,59.4,5.21
1987,1980s,11.0,2.61
1987,1980s,52.0,4.87
1987,1980s,53.1,4.44
1987,1980s,289.0,7.48
1987,1980s,20.1,3.51
1987,1980s,44.8,4.8
1987,1980s,215.7,7.15
1987,1980s,84.1,6.01
1987,1980s,91.5,5.77
1987,1980s,65.4,5.24
1987,1980s,76.8,6.08
1987,1980s,107.5,6.57
1987,1980s,32.7,4.22
1987,1980s,115.9,7.11
1987,1980s,21.4,3.12
1987,1980s,76.8,5.23
1987,1980s,68.6,5.09
1987,1980s,37.8,4.09
1987,1980s,59.0,4.2
1987,1980s,37.6,4.1
1987,1980s,26.9,3.46
1987,1980s,46.0,4.81
1987,1980s,26.2,3.74
1987,1980s,76.4,5.36
1987,1980s,25.3,3.78
1987,1980s,102.3,6.44
1987,1980s,24.7,3.27
1987,1980s,39.2,4.08
1987,1980s,37.6,3.39
1987,1980s,162.1,6.69
1987,1980s,76.9,5.32
1987,1980s,51.2,4.77
1987,1980s,87.2,5.52
1987,1980s,12.4,2.65
1987,1980s,58.1,4.57
1987,1980s,268.4,7.79
1987,1980s,66.3,5.42
1987,1980s,63.1,5.31
1987,1980s,90.5,5.93
1987,1980s,117.5,5.93
1987,1980s,13.4,2.68
1987,1980s,17.0,2.97
1987,1980s,70.3,5.25
1987,1980s,35.1,4.09
1987,1980s,160.5,7.56
1987,1980s,47.4,4.88
1987,1980s,14.1,2.59
1987,1980s,23.2,3.7
1987,1980s,7.6,2.75
1987,1980s,50.3,4.43
1987,1980s,52.1,5.07
1987,1980s,43.6,4.38
1987,1980s,134.8,6.24
1987,1980s,147.4,7.07
1987,1980s,52.8,4.88
1987,1980s,12.1,2.73
1987,1980s,95.3,6.03
1987,1980s,91.0,5.69
1987,1980s,75.7,5.76
1987,1980s,125.3,6.58
1987,1980s,25.0,3.62
1987,1980s,270.7,7.86
1987,1980s,29.2,3.37
1987,1980s,105.2,5.93
1987,1980s,16.9,2.33
1987,1980s,29.9,4.0
1987,1980s,187.1,6.88
1987,1980s,49.3,4.72
1987,1980s,112.7,6.51
1987,1980s,71.7,5.64
1987,1980s,55.5,4.48
1987,1980s,166.9,7.1
1987,1980s,50.2,5.29
1987,1980s,15.8,3.64
1987,1980s,32.8,4.3
1987,1980s,90.7,6.05
1987,1980s,80.7,5.33
1987,1980s,18.5,3.45
1987,1980s,34.9,3.99
1987,1980s,38.8,4.42
1987,1980s,45.6,4.3
1987,1980s,21.4,3.3
1987,1980s,37.5,4.23
1987,1980s,34.7,4.13
1987,1980s,107.0,6.45
1987,1980s,110.1,6.13
1987,1980s,53.8,4.37
1987,1980s,44.7,5.05
1987,1980s,66.6,6.15
1987,1980s,32.5,4.09
1987,1980s,25.4,3.11
1987,1980s,29.6,3.53
1987,1980s,37.3,4.34
1987,1980s,25.1,4.03
1987,1980s,67.8,4.89
1987,1980s,103.7,6.17
1987,1980s,18.2,3.25
1987,1980s,61.1,5.4
1987,1980s,50.9,4.61
1987,1980s,77.5,5.05
1987,1980s,59.4,5.26
1987,1980s,20.2,3.69
1987,1980s,23.3,3.44
1987,1980s,61.3,5.25
1987,1980s,129.8,6.5
1987,1980s,11.4,2.47
1987,1980s,77.8,5.96
1987,1980s,146.4,7.03
1987,1980s,53.5,5.0
1987,1980s,90.6,6.46
1987,1980s,35.4,3.71
1987,1980s,54.9,4.69
1987,1980s,17.8,3.21
1987,1980s,10.3,2.51
1987,1980s,121.7,6.81
1987,1980s,28.7,3.68
1987,1980s,42.6,4.05
1987,1980s,21.2,3.37
1987,1980s,20.8,3.39
1987,1980s,52.7,5.12
1987,1980s,34.7,4.18
1987,1980s,79.7,5.82
1987,1980s,84.2,5.89
1987,1980s,76.3,5.5
1987,1980s,71.8,5.18
1987,1980s,195.9,7.47
1987,1980s,26.9,3.54
1988,1980s,57.6,5.57
1988,1980s,140.3,7.28
1988,1980s,154.9,7.22
1988,1980s,20.7,3.45
1988,1980s,47.5,4.56
1988,1980s,166.2,6.67
1988,1980s,87.8,5.79
1988,1980s,69.5,5.4
1988,1980s,51.0,4.81
1988,1980s,45.0,4.66
1988,1980s,74.5,5.84
1988,1980s,49.7,4.44
1988,1980s,58.1,4.76
1988,1980s,63.6,5.69
1988,1980s,36.1,4.38
1988,1980s,89.4,5.77
1988,1980s,533.8,7.97
1988,1980s,15.8,3.01
1988,1980s,76.5,5.58
1988,1980s,33.9,4.17
1988,1980s,92.5,6.86
1988,1980s,62.1,5.2
1988,1980s,106.2,6.49
1988,1980s,144.9,6.28
1988,1980s,69.3,5.19
1988,1980s,140.2,7.24
1988,1980s,10.3,2.84
1988,1980s,197.8,5.85
1988,1980s,79.5,5.89
1988,1980s,134.7,7.41
1988,1980s,24.0,2.81
1988,1980s,32.2,4.45
1988,1980s,66.9,4.32
1988,1980s,59.2,5.36
1988,1980s,74.2,5.5
1988,1980s,135.3,5.92
1988,1980s,16.0,3.21
1988,1980s,124.6,6.99
1988,1980s,60.4,5.2
1988,1980s,51.5,4.96
1988,1980s,19.9,3.13
1988,1980s,87.5,5.21
1988,1980s,9.8,2.91
1988,1980s,97.6,6.7
1988,1980s,19.6,3.66
1988,1980s,62.5,4.45
1988,1980s,54.9,4.35
1988,1980s,144.2,6.57
1988,1980s,52.5,4.23
1988,1980s,35.6,4.1
1988,1980s,41.0,4.46
1988,1980s,155.9,6.51
1988,1980s,89.7,6.18
1988,1980s,44.9,4.7
1988,1980s,50.2,4.51
1988,1980s,18.5,3.14
1988,1980s,80.3,4.99
1988,1980s,16.0,2.94
1988,1980s,105.4,6.25
1988,1980s,66.1,5.32
1988,1980s,359.4,8.05
1988,1980s,26.3,3.71
1988,1980s,55.6,4.81
1988,1980s,231.1,7.68
1988,1980s,146.6,7.25
1988,1980s,35.6,4.05
1988,1980s,71.0,5.52
1988,1980s,60.1,5.0
1988,1980s,74.1,5.28
1988,1980s,35.5,4.26
1988,1980s,56.1,4.73
1988,1980s,18.1,3.31
1988,1980s,66.4,5.28
1988,1980s,84.1,5.67
1988,1980s,50.6,4.6
1988,1980s,17.9,2.98
1988,1980s,125.9,6.03
1988,1980s,78.9,5.77
1988,1980s,34.8,4.13
1988,1980s,48.6,4.94
1988,1980s,19.5,3.07
1988,1980s,27.8,4.37
1988,1980s,40.1,4.15
1988,1980s,150.8,6.64
1988,1980s,37.1,3.81
1988,1980s,97.0,5.47
1988,1980s,40.1,4.82
1988,1980s,72.3,5.93
1988,1980s,54.0,5.06
1988,1980s,115.5,6.12
1988,1980s,40.2,4.92
1988,1980s,18.4,3.07
1988,1980s,21.3,3.26
1988,1980s,40.3,4.8
1988,1980s,23.5,3.71
1988,1980s,81.6,6.48
1988,1980s,42.3,4.47
1988,1980s,356.1,7.77
1988,1980s,16.3,2.85
1988,1980s,69.9,4.73
1988,1980s,25.7,3.5
1988,1980s,41.4,4.75
1988,1980s,66.7,5.49
1988,1980s,10.5,2.72
1988,1980s,71.7,5.08
1988,1980s,250.0,7.74
1988,1980s,42.7,4.75
1988,1980s,72.9,5.62
1988,1980s,129.4,6.72
1988,1980s,53.1,4.53
1988,1980s,38.8,4.53
1988,1980s,10.9,1.64
1988,1980s,97.0,6.21
1988,1980s,55.1,5.79
1988,1980s,28.1,3.19
1988,1980s,66.0,5.17
1988,1980s,38.7,4.22
1988,1980s,40.4,4.14
1988,1980s,94.5,6.38
1988,1980s,22.0,3.56
1988,1980s,131.6,6.75
1988,1980s,21.0,3.62
1988,1980s,36.5,4.13
1988,1980s,253.8,8.79
1988,1980s,139.8,6.86
1988,1980s,64.6,5.28
1988,1980s,29.6,3.2
1988,1980s,40.3,4.11
1988,1980s,63.4,5.58
1988,1980s,61.7,4.65
1988,1980s,56.0,4.17
1988,1980s,58.6,5.02
1988,1980s,51.1,5.22
1988,1980s,20.3,3.32
1988,1980s,40.7,4.2
1988,1980s,119.1,5.84
1988,1980s,21.5,3.53
1988,1980s,52.0,5.01
1988,1980s,32.4,3.31
1988,1980s,65.2,5.63
1988,1980s,44.8,4.76
1988,1980s,181.7,7.66
1988,1980s,87.7,6.07
1988,1980s,22.4,3.65
1988,1980s,99.3,6.31
1988,1980s,33.6,4.29
1988,1980s,38.9,3.6
1988,1980s,75.9,5.03
1988,1980s,41.5,4.09
1988,1980s,117.2,6.42
1988,1980s,33.6,4.12
1988,1980s,37.7,4.29
1988,1980s,36.7,4.52
1988,1980s,39.3,4.65
1988,1980s,136.8,6.46
1988,1980s,96.2,6.14
1988,1980s,216.3,7.21
1988,1980s,328.7,7.81
1988,1980s,27.7,3.81
1988,1980s,63.3,3.98
1988,1980s,24.8,4.39
1988,1980s,33.5,4.18
1988,1980s,37.4,3.96
1988,1980s,27.2,4.34
1988,1980s,27.3,3.55
1988,1980s,53.8,4.89
1988,1980s,24.1,3.34
1988,1980s,112.8,6.96
1988,1980s,30.1,3.78
1988,1980s,493.5,8.05
1988,1980s,42.8,4.82
1988,1980s,63.3,5.38
1988,1980s,22.7,3.41
1988,1980s,215.7,7.89
1988,1980s,138.9,7.68
1988,1980s,75.0,5.64
1988,1980s,21.9,3.43
1988,1980s,70.3,5.45
1988,1980s,25.9,4.06
1988,1980s,179.7,7.03
1988,1980s,110.1,6.24
1988,1980s,64.5,4.67
1988,1980s,9.7,2.24
1988,1980s,28.7,3.57
1988,1980s,100.5,6.13
1988,1980s,149.0,7.55
1988,1980s,137.9,6.97
1988,1980s,18.2,2.86
1988,1980s,75.2,5.28
1988,1980s,128.5,7.13
1988,1980s,17.3,3.52
1988,1980s,59.6,5.06
1988,1980s,73.7,5.34
1988,1980s,47.9,5.01
1988,1980s,15.0,2.64
1988,1980s,47.0,4.71
1988,1980s,46.9,5.37
1988,1980s,53.7,4.91
1988,1980s,39.3,3.98
1988,1980s,43.0,4.56
1989,1980s,58.2,4.83
1989,1980s,83.6,5.27
1989,1980s,47.8,4.85
1989,1980s,44.1,4.85
1989,1980s,64.3,5.09
1989,1980s,14.2,2.81
1989,1980s,85.8,5.48
1989,1980s,60.0,5.01
1989,1980s,61.8,4.92
1989,1980s,123.3,6.21
1989,1980s,13.9,3.59
1989,1980s,13.7,3.07
1989,1980s,73.7,5.69
1989,1980s,59.7,5.36
1989,1980s,68.2,5.6
1989,1980s,42.4,4.24
1989,1980s,98.8,6.21
1989,1980s,120.8,6.43
1989,1980s,86.3,5.98
1989,1980s,49.3,4.79
1989,1980s,12.3,2.7
1989,1980s,106.8,5.81
1989,1980s,150.0,6.99
1989,1980s,97.3,6.01
1989,1980s,31.0,3.2
1989,1980s,99.5,6.3
1989,1980s,114.4,6.75
1989,1980s,193.1,8.24
1989,1980s,31.1,3.73
1989,1980s,50.6,4.53
1989,1980s,105.1,5.85
1989,1980s,62.6,5.22
1989,1980s,26.0,3.68
1989,1980s,81.9,5.43
1989,1980s,92.6,5.92
1989,1980s,64.1,4.5
1989,1980s,70.7,5.73
1989,1980s,49.4,4.4
1989,1980s,181.8,7.25
1989,1980s,30.5,3.34
1989,1980s,38.6,4.02
1989,1980s,60.5,4.98
1989,1980s,116.0,6.44
1989,1980s,19.5,3.42
1989,1980s,22.5,3.92
1989,1980s,13.0,3.13
1989,1980s,61.5,5.45
1989,1980s,25.9,4.11
1989,1980s,45.0,4.69
1989,1980s,98.5,6.09
1989,1980s,37.1,4.5
1989,1980s,71.4,5.8
1989,1980s,47.9,4.84
1989,1980s,99.3,5.62
1989,1980s,85.7,5.52
1989,1980s,35.7,3.99
1989,1980s,52.9,5.08
1989,1980s,131.3,6.68
1989,1980s,80.6,6.08
1989,1980s,21.0,3.8
1989,1980s,98.1,6.52
1989,1980s,26.6,4.06
1989,1980s,173.1,6.82
